source,target,relation
/SAPHT/DRMCT161,T161,requires
/SAPHT/DRMCTVAK,TVAK,requires
/SAPHT/DRMCTVFK,TVFK,requires
/SAPHT/DRMCVLIND,/SAPHT/DRMCGVAL,requires
/SAPHT/DRMCXNCD,T000,requires
/SAPHT/DRMCXNCDT,T000,requires
/SAPHT/DRMCXNCDT,/SAPHT/DRMCXNCD,requires
/SAPHT/DRMCXNVL,T000,requires
/SAPHT/DRMCXNVL,/SAPHT/DRMCXNCD,requires
/SAPHT/DRMCXNVL,/SAPHT/DRMCSTGR,requires
/MRSS/C_ONCALL_D,T000,requires
/SAPHT/DRMPPXN,T000,requires
/SAPHT/DRMPPXN,/SAPHT/DRMCXNCD,requires
/SAPHT/DRMPRFRUL,/SAPHT/DRMCXNCD,requires
/SAPHT/DRMPRFRUL,/SAPHT/DRM_PRF,requires
/SAPHT/DRMPRFRUL,/SAPHT/DRMCSTGR,requires
/SAPHT/DRMPR_DEF,TVKO,requires
/SAPHT/DRMPR_DEF,TVTW,requires
/SAPHT/DRMPR_DEF,TSPA,requires
/SAPHT/DRMPR_DEF,/SAPHT/DRM_PRF,requires
/SAPHT/DRMRFCDST,TBDLS,requires
/SAPHT/DRMRLCR_T,/SAPHT/DRMRLCR,requires
/SAPHT/DRMRLCSR,/SAPHT/DRMRLSC,requires
/SAPHT/DRMRLCSR,/SAPHT/DRMRLCR,requires
/SAPHT/DRMRLSCR,/SAPHT/DRMRLCR,requires
/SAPHT/DRMRLSCR,/SAPHT/DRMRLSR,requires
/SAPHT/DRMRLSC_T,/SAPHT/DRMRLSC,requires
/SAPHT/DRMRLSR_T,/SAPHT/DRMRLSR,requires
/SAPHT/DRMAGRDEF,TVAK,requires
/MRSS/C_PHASE,/MRSS/C_POT_QC,requires
/MRSS/C_PHASE,/MRSS/C_PHASE_RL,requires
/SAPHT/DRMVALCLT,T000,requires
/SAPHT/DRMVALCLT,/SAPHT/DRMVALCL,requires
/MRSS/C_PN_BREAK,T006,requires
/SAPHT/DRM_PRF,T000,requires
/SAPHT/DRM_PRF,T683,requires
/SAPHT/DRM_PRF,/SAPHT/DRMRLSC,requires
/SAPHT/DRM_PRF,TCURC,requires
/SAPHT/DRM_PRF_T,T000,requires
/SAPHT/DRM_PRF_T,/SAPHT/DRM_PRF,requires
/SAPHT/MEST9LG,T156,requires
/MRSS/C_SGE_PR,TTZZ,requires
/MRSS/C_SGE_PR,/MRSS/C_CHECK_P,requires
/MRSS/C_SGE_PR,/MRSS/C_AL_PROF,requires
/MRSS/C_SGE_PR,/MRSS/C_WL_PR,requires
/MRSS/C_SGE_PR,/MRSS/C_SGU_PRO,requires
/MRSS/C_SGE_PR,/MRSS/C_SQE_PSEL,requires
/MRSS/C_SGE_PR,/MRSS/C_GEO_SYS,requires
/MRSS/C_SGE_PR,/MRSS/C_OPT_SYS,requires
/MRSS/C_SGE_PR,/MRSS/C_GEO_MAP,requires
/MRSS/C_SGE_PR,/MRSS/C_OPT_SCE,requires
/MRSS/C_SGE_PR,/MRSS/C_SGX_WPRO,requires
/MRSS/C_SGE_PR,/MRSS/C_MAT_CHK,requires
/MRSS/C_SGE_PR,/MRSS/C_RAL_DSEL,requires
/MRSS/C_RES_PLAN,/MRSS/C_SGE_PR,requires
/MRSS/C_SGE_PR_D,T000,requires
/MRSS/C_SGE_PR_D,/MRSS/C_SGE_PR,requires
ZTEST_DB,/DBM/VSA_NTF_TY,requires
ZREJ_CODE,TVAG,requires
/DBM/COPA_MAP,T000,requires
/DBM/COPA_MAP,/DBM/C_ORDERTP,requires
/DBM/COPA_MAP,TKEB,requires
/DBM/VSA_ABGRU,/DBM/VSA_ABGRU_K,requires
/DBM/VSA_ABGRU,TVAG,requires
/DBM/CALC_SH_SCH,/DBM/C_CALC_SCHE,requires
/DBM/V_SC_PLANTT,/DBM/V_SC_PLANT,requires
/DBM/V_RPLANTS,T000,requires
/DBM/V_RPLANTS,T001W,requires
/DBM/V_RPLANTS,/DBM/V_SC_PLANT,requires
/SAPTRX/ASFCTEVT,T000,requires
/SAPTRX/ASFCTEVT,/SAPTRX/ASFCTEV,requires
/DBM/VSA_PE_STAT,/DBM/VSA_PE_STA,requires
/SAPTRX/EVTYPEST,T000,requires
/SAPTRX/EVTYPEST,/SAPTRX/EVTYPES,requires
/SAPTRX/FUNCTNT,T000,requires
/SAPTRX/FUNCTNT,/SAPTRX/FUNCTION,requires
/SCMB/DF_D_TYPET,T000,requires
/SCMB/DF_D_TYPET,/SCMB/DF_D_TYPE,requires
/DBM/TASK_DEFN,TQ80,requires
BAOATTR,BAOANW,requires
BAOATTR,BAOATTRREF,requires
/DBM/C_QUOT_REJ,TVAG,requires
/DBM/C_CALC_CELL,T000,requires
CUP_T012K_IT,T012,requires
/DBM/TVAG,TVAG,requires
ZWL_ICON,T000,requires
/SPE/VAL_PROFL_T,T000,requires
/SPE/VAL_PROFL_T,/SPE/VAL_PROFL,requires
/DBM/C_JOB_TYPE,T000,requires
/DBM/C_JOB_TYPET,/DBM/C_JOB_TYPE,requires
/DBM/C_DEAL_IPRD,T000,requires
/DBM/C_DEAL_IPRD,TVKO,requires
/DBM/C_DEAL_IPRD,/DBM/C_DEAL_IPRC,requires
/DBM/C_DEAL_IPRT,T000,requires
/DBM/C_DEAL_IPRT,/DBM/C_DEAL_IPRC,requires
/DBM/C_DEAL_ISTA,T000,requires
/DBM/C_DEAL_ISTA,/DBM/C_DEAL_IPRC,requires
/DBM/C_DEAL_ISTA,/DBM/C_DEAL_PSTA,requires
/DBM/C_DEAL_ISTC,T000,requires
/DBM/C_DEAL_ISTC,/DBM/C_DEAL_IPRC,requires
/DBM/C_DEAL_ISTC,/DBM/C_DEAL_PSTA,requires
/DBM/C_DEAL_ISTC,/DBM/C_DEAL_STAT,requires
/DBM/C_DEAL_PSTT,T000,requires
/DBM/C_DEAL_PSTT,/DBM/C_DEAL_PSTA,requires
/DBM/C_DEAL_IPRC,T000,requires
/DBM/C_DEAL_PSTA,T000,requires
/DBM/VSA_PR_ELET,/DBM/VSA_PR_ELE,requires
/DBM/VSA_PR_CID,/DBM/VSA_PR_ELE,requires
/DBM/C_CALC_COL,T000,requires
/DBM/C_CALC_COL,/DBM/C_CALC_SCHE,requires
/DBM/C_ORDERTP,TVAK,requires
/DBM/C_ORDERTP,T003O,requires
/DBM/C_ORDERTP,TVAU,requires
/DBM/C_ORDERTP,T683,requires
/DBM/C_ORDERTP,TPAR,requires
/DBM/C_ORDERTP,/DBM/ORD_SCFEORD,requires
/DBM/C_ORDERTP,/DBM/ORD_SCITC,requires
/DBM/C_ORDERTP,TVFK,requires
/DBM/C_ORDERTP,/DBM/OE_SCMSG,requires
/DBM/C_ORDERTP,TVSB,requires
ADFDR_CUSTT,T000,requires
ADFDR_CUSTT,ADFDR_CUST,requires
ADFSH_FLGTCAT,T000,requires
ADFSH_FLGTCAT_T,T000,requires
ADFSH_FLGTCAT_T,ADFSH_FLGTCAT,requires
ADFSH_MODEMAS,T000,requires
ADFSH_MODEMAS_T,T000,requires
ADFSH_MODEMAS_T,ADFSH_MODEMAS,requires
ADFSH_PRTDET,T000,requires
ADFSH_PRTDET,ADFSH_AIRLNCD,requires
ADFSH_PRTDET,ADFSH_SECTMAS,requires
ADFSH_PRTMAS,T000,requires
ADFSH_PRTMAS,ADFSH_AIRLNCD,requires
ADFSH_PRTMAS,ADFSH_SECTMAS,requires
/DBM/VSA_PE_STA,/DBM/VSA_PR_ELE,requires
EEDMSETTLPROC,T000,requires
EEDMSETTLPROC,EPROFINTSIZE,requires
EEDMSETTLPROC,EVERSREASON,requires
EEDMSETTLPROC,EEDMSETTLVIEW,requires
EINLITYPETRANS,TE835,requires
EINLITYPETRANS,TE530,requires
EINLITYPETRANS,TFKTVO,requires
EHSWAC_WABPCAT_B,T000,requires
EHSWAC_WABPCAT_B,EHSWAC_WABPCAT,requires
ESALES_PRODAVAIL,T000,requires
ESALES_PRODAVAIL,ESALES_UTILPROD,requires
ESALES_PRODAVAIL,EOPAREA,requires
ESALES_PRODAVAIL,KONTOKLASSE,requires
AT10B,TZRR0,requires
ATLAT,T000,requires
ATLAT,ATLA,requires
EIDESWTVIEWTASKS,EIDESWTVIEWS,requires
EIDESWTVIEWTASKS,EIDESWTTYPES,requires
SWD_FUNCS,SWD_HEADER,requires
SWD_LEVNTS,SWD_HEADER,requires
SWD_METHOD,SWD_HEADER,requires
SSPIAGFLD,T000,requires
SSPIAGFLD,SSPIAGD,requires
SSPIAGD_T,T000,requires
SSPIAGD_T,SSPIAGD,requires
SSPIMD_T,T000,requires
SSPIMD_T,SSPIPD,requires
SSPIMD_T,SSPIMD,requires
AXT_CAT_OBJECT,AXT_OBJTYPE,requires
SWD_NODES2,SWD_HEADER,requires
SSPISGD,T000,requires
SSPISGD,SSPIAGD,requires
AXT_EMBEDDABLE_T,AXT_EMBEDDABLE,requires
AXT_EMBEDDED_C,AXT_EMBEDDABLE,requires
AXT_REG_BO_DTL,AXT_REG_BO,requires
AXT_REG_BO_DTL,AXT_REG_BO_PART,requires
AXT_REG_BO_DTL,AXT_REG_BO_GEN,requires
AXT_REG_BO_PARTT,AXT_REG_BO,requires
AXT_REG_BO_PARTT,AXT_REG_BO_PART,requires
AXT_REG_BO_T,AXT_REG_BO,requires
BAOAIDT,BAOAID,requires
BAOANW,BAOAID,requires
BAOANWT,BAOANW,requires
BAOATDUMMY,BAOATSUPPLY,requires
BAOATPICELIST,BAOATSUPPLY,requires
BAOATRMOBJECTS,BAOATSUPPLY,requires
BAOATSUPPLY,T000,requires
BAOATSYSTEM,BAOATSUPPLY,requires
BAOCFN,BAOAID,requires
BAOCFNPCS,BAOAID,requires
BAOCOMP,BAOANW,requires
BAODLVUNIT,BAOANW,requires
BAOLAVECTOR,BAOAID,requires
BAOPRE_CHECKID,BAOAID,requires
BAOSYA,BAOANW,requires
SWD_WFCONT,SWD_HEADER,requires
TCMAC05C,T000,requires
TCMAC05C,T001,requires
TCMAC05C,TCCM,requires
T525O,T000,requires
T525O,T525L,requires
T525O,T525N,requires
T525O,T525OL,requires
T525T,T000,requires
T525T,T525TCL,requires
T5F99FOADM,T000,requires
T5F99FOADM,T596A,requires
T5F99FOADM,TSAD3,requires
T5F99FOADM,T5F99FOA,requires
T77TMCDRCNFFLDT,T77TMCDRCNFFLD,requires
/DBM/TM_VTS_T,/DBM/TM_VTS,requires
/DBM/C_SCH_UNIT,T006,requires
T7DEPBSVAVGAGR,T000,requires
EWMSPROF_WC,T001W,requires
EWMSPROF_WC,EWMSPROF,requires
/DBM/PRICING_C1,T000,requires
/DBM/PRICING_C1,/DBM/ORD_SCFEORD,requires
/DBM/PRICING_C1,/DBM/C_ITCAT,requires
/DBM/ORDWIZ_SCR1,/DBM/ORD_SUBSCR,requires
TB003T,T000,requires
TB003T,TB003,requires
/DBM/ORDWIZ_LAY3,TAMLAY0,requires
BASDYPERASS,T000,requires
BASDYPERASS,TE654,requires
/SMD/MD_____002E,T000,requires
/SMD/MD_____002F,T000,requires
/SMD/MD_____002G,T000,requires
BDS_CLASSL,BDS_CLASS,requires
SWD_EVNTS,SWD_HEADER,requires
BPREP_HRFPM_BCS,FM01,requires
TJPBPVALIDRLTYP,T000,requires
TJPBPVALIDRLTYP,TB003,requires
TJPBPVALIDRLTYP,TB001,requires
BSDM_INFO,CRMC_WST_DOBJ,requires
TJPPMBP,TB003,requires
BSIUDTA,T000,requires
BSIUDTT,T000,requires
BSIUDTT,BSIUDTA,requires
BTXCOMP,T000,requires
BTXCUTX,T000,requires
BTXEERR,BTXEMPT,requires
BTXEGRP,T000,requires
BTXEMPT,BTXCOMP,requires
BTXOVER,T000,requires
BTXOVER,BTXEGRP,requires
BTXOVFR,T000,requires
BTXOVFR,BTXEGRP,requires
BTXRATE,T000,requires
BTXRATE,BTXCOMP,requires
BTXTERR,BTXEMPT,requires
BTXTTAX,BTXEMPT,requires
BUAVCACTGRP,T000,requires
BUAVCACTGRPT,T000,requires
BUAVCACTGRPT,BUAVCACTGRP,requires
BUAVCEVENTT,T000,requires
BUAVCEVENTT,BUAVCEVENT,requires
BUAVCKEDRENVT,T000,requires
BUAVCKEDRENVT,FMTABADRH,requires
BUAVCLDGR,T000,requires
BUAVCLDGR,T881,requires
BUAVCLDGR,BUAVCSRC,requires
BUAVCSRC,T000,requires
BUAVCSRC,T881,requires
BUAVCSRCT,T000,requires
BUAVCSRCT,BUAVCSRC,requires
BUAVCTOLASS,T000,requires
BUAVCTOLASS,BUAVCTPRO,requires
BUAVCTOLASS,BUAVCACTGRP,requires
BUAVCTOLASS,BUAVCEVENT,requires
BUAVCTPRO,T000,requires
BUAVCTPRO,TCURC,requires
BUAVCTPROT,T000,requires
BUAVCTPROT,BUAVCTPRO,requires
BUCC_LIB_T,BUCC_LIB,requires
BUCC_RULE_OPD,T000,requires
BUCC_RULE_OPD,BUCC_RULE,requires
BUCC_RULE_T,T000,requires
BUCC_RULE_T,BUCC_RULE,requires
BUAVCEVENT,T000,requires
BUKF_KFCAT,BUKF_KF,requires
BUKF_KFDSRC,T000,requires
BUKF_KFDSRC,BUKF_KF,requires
BUKUTEXTTEMPLT,BUKUTEXTTEMPL,requires
UCUM04T,T000,requires
UCUM04T,UCUM04C,requires
/DBM/ORDWIZ_LAY1,/DBM/C_ORDERTP,requires
/DBM/ORDWIZ_LAY1,TAMLAY0,requires
UMB_PE100,T000,requires
UDM_STRATEGYT_V,T000,requires
UAI_ABGRIR_ACTIV,UAI_ABGRIR_BTA,requires
UMB_CI100,T000,requires
UMB_ST100,T000,requires
UMB_ST100,UMB_ST104,requires
UMB_CO102,T000,requires
UBC_TT_ACTV,UBC_TB_ACTV,requires
UBC_TT_RA,UBC_TB_RA,requires
UBC_TT_RPA,UBC_TB_RPA,requires
BURBCALCRULES,T000,requires
BURBCALCRULES,TCURC,requires
BURBCALCRULEST,T000,requires
BURBCALCRULEST,BURBCALCRULES,requires
USMD0021,USMD0020,requires
USMD0022,USMD001C,requires
USMD0022,USMD0020,requires
USMD0022,USMD0022,requires
USMD0023,USMD001C,requires
USMD0023,USMD0020,requires
USMD0030,T000,requires
USMD0030,USMD003C,requires
USMD0030,USMD0020,requires
USMD003P,USMD003C,requires
USMD004C,USMD001C,requires
USMD004C,USMD0020,requires
USMD0031,T000,requires
USMD0031,USMD003C,requires
USMD0031,USMD0020,requires
USMD004M,USMD001C,requires
USMD004M,USMD0020,requires
UMM_VA100,T000,requires
USMD0060,USMD001C,requires
USMD0060,USMD0020,requires
USMD0061,USMD001C,requires
USMD0061,USMD0020,requires
USMD0070,USMD0020,requires
USMD100T,T000,requires
USMD100T,USMD100C,requires
UMR_RI000,T000,requires
USMD101C,T000,requires
USMD101C,USMD100C,requires
USMD101C,USMD101C,requires
UMR_RI010,T000,requires
UMR_RI116,T000,requires
USMD140C,T000,requires
USMD140C,USMD001C,requires
USMD140C,USMD0020,requires
UMR_RI125,T000,requires
UMR_RI140T,T000,requires
UMR_RI140T,UMR_RI140,requires
USMD2042,USMD204C,requires
USMD2042,USMD001C,requires
USMD2042,USMD0020,requires
USMD620T,USMD620C,requires
USMD6300,USMD620C,requires
UMV_VD100,T000,requires
USMDZ5101,USMDZ5100,requires
USMDZ5101,USMD0020,requires
BUTECHORGT,BUTECHORG,requires
UPA_EXP_AFUNC,T000,requires
UPA_EXP_AFUNC,UPWB_MDATA,requires
UPA_EXP_AFUNC,UPC_AREA,requires
UPA_EXP_AFUNC,UPC_PLEVEL,requires
BUT_LOCA_CSIDT,T000,requires
BUT_LOCA_CSIDT,BUT_LOCA_CSID,requires
BUT_LOCA_CSTYT,T000,requires
BUT_LOCA_CSTYT,BUT_LOCA_CSTY,requires
USMDZ5104,USMDZ5100,requires
UPA_EXP_LAYOUT,T000,requires
UPA_EXP_LAYOUT,UPWB_MDATA,requires
UPA_EXP_LAYOUT,UPC_AREA,requires
UPA_EXP_LAYOUT,UPC_PLEVEL,requires
UPB_CMI_100,T000,requires
UPB_CMI_100,UPC_AREA,requires
UPB_CMI_100,UPC_PLEVEL,requires
USMDZ5200,USMD001C,requires
USMDZ5200,USMD0020,requires
C011,T000,requires
C011,T004,requires
C011,T001,requires
C011,TVCIN,requires
C011,OIRESPRES,requires
C012,T000,requires
C012,T004,requires
C012,TVKO,requires
C012,TVCIN,requires
C012,OIRESPRES,requires
C013,T000,requires
C013,T004,requires
C013,T001,requires
C013,TVCIN,requires
C014,T000,requires
C014,T004,requires
C014,TVCIN,requires
C290,T000,requires
C290,T004,requires
C290,T024E,requires
C291,T000,requires
C291,T004,requires
C291,T024E,requires
C291,TJJAF,requires
C300,T000,requires
C300,T004,requires
C300,TVKT,requires
C300,TJH71,requires
C301,T000,requires
C301,T004,requires
C301,TJH71,requires
C302,T000,requires
C302,T004,requires
C302,TVKO,requires
C302,TVKT,requires
C303,T000,requires
C303,T004,requires
C400,T000,requires
C400,T004,requires
C401,T000,requires
C401,T004,requires
C401,TN01,requires
C401,TNK01,requires
C402,T000,requires
C402,T004,requires
C402,TVPT,requires
C410,T000,requires
C410,T004,requires
C450,T000,requires
C450,T004,requires
C450,TVKO,requires
C450,TVKT,requires
C451,T000,requires
C451,T004,requires
C451,TVKO,requires
C451,TVKT,requires
C452,T000,requires
C452,T004,requires
C452,TVKO,requires
C453,T000,requires
C453,T004,requires
C453,TVKO,requires
C460,T000,requires
C460,T004,requires
C460,T024E,requires
C461,T000,requires
C461,T004,requires
C461,T024E,requires
C462,T000,requires
C462,T004,requires
C462,T024E,requires
C463,T000,requires
C463,T004,requires
C463,T024E,requires
C464,T000,requires
C464,T004,requires
C464,T024E,requires
C465,T000,requires
C465,T004,requires
C465,TJL21,requires
C466,T000,requires
C466,T004,requires
C467,T000,requires
C467,T004,requires
C468,T000,requires
C468,T004,requires
C469,T000,requires
C469,T004,requires
USMDZ5201,USMDZ5100,requires
USMDZ5201,USMD0020,requires
USMDZ5202,USMDZ5100,requires
USMDZ5202,USMD0020,requires
USMDZ60020C,T000,requires
USMDZ60020C,USMDZ6001C,requires
USMDZ60020C,USMD0020,requires
USMDZ7MSGCTRLC,T000,requires
USMDZ7MSGCTRLC,USMDZ7DMSCTRLC,requires
USMD_DUPCHK_MOD,T000,requires
USMD_DUPCHK_MOD,USMD001C,requires
USMD_DUPCHK_MOD,USMD0020,requires
USMD_DUPCHK_MOD,USMD204C,requires
USMD_DUPCHK_MOD,MDG_DQ_MATCH_DC,requires
USMD_DUPCHK_MOD,USMD2041,requires
USMD_DUPCHK_MOD,TBZ5B,requires
USMD0020T,USMD001C,requires
USMD0020T,USMD0020,requires
USMD0016,T000,requires
USMD0016,USMD001C,requires
USMD0016,USMD0020,requires
GHO_FREQUENCY_T,GHO_FREQUENCY,requires
CATS_APPR_CUST,T000,requires
CATS_APPR_CUST,CATS_APPR_PERSP,requires
CATS_APPR_CUSTT,T000,requires
CATS_APPR_CUSTT,CATS_APPR_CUST,requires
CATS_APPR_LINK,T000,requires
CATS_APPR_LINK,CATS_APPR_CUST,requires
CATS_APPR_LINK,CATS_APPR_PERSP,requires
CATS_APPR_PERSP,T000,requires
CATS_APPR_PERSPT,T000,requires
CATS_APPR_PERSPT,CATS_APPR_PERSP,requires
CATS_MY_FIELDSEL,T000,requires
CATS_MY_FIELDSEL,TCATS,requires
CATS_MY_UNITS,T000,requires
CATS_MY_UNITS,T006,requires
/DBM/ORD_MVMTP,T156,requires
/DBM/ORD_MVMTP,TVLK,requires
CCGLC_LOGLEVEL,CCGLC_MPD,requires
VSAPHF,VSAPHIO,requires
VSAPHF,SDOKRECL,requires
VSAPHHR,VSAPHIO,requires
VSAPHHR,SDOKRECL,requires
VSAPHHRPR,VSAPHHR,requires
VSAPHHRPR,SDOKPROP,requires
VSAPHHRPR,SDOKPHCL,requires
VSAPHHRPR,SDOKLOCL,requires
VSAPHHRPR,SDOKRECL,requires
VSAPHNM,VSAPHIO,requires
VSAPHNM,SDOKRECL,requires
VSAIDXSTA,VSAPHNM,requires
VSAIDXSTA,SDOKPROP,requires
VSAIDXSTA,SDOKPHCL,requires
VSAIDXSTA,SDOKRECL,requires
VSAPHNMPR,VSAPHIO,requires
VSAPHNMPR,SDOKPROP,requires
VSAPHRE,SRETIDCAT,requires
VSAPHIO,SDOKPHCL,requires
VSAPHIO,SDOKSTCAE,requires
VSAPHREPR,VSAPHF,requires
VSAPHREPR,SDOKPROP,requires
VSAPHREPR,SDOKPHCL,requires
VSAPHREPR,SDOKRECL,requires
VSACHKF,VSAPHIO,requires
VSACHKF,SDOKRECL,requires
VSACHKO,VSAPHIO,requires
VSAPHRIPR,VSAPHNM,requires
VSAPHRIPR,VSACHKF,requires
VSAPHRIPR,SDOKPROP,requires
VSAPHRIPR,SDOKPHCL,requires
VSAPHRIPR,SDOKRECL,requires
VSALOIO,SDOKLOCL,requires
VSALOIOT,VSALOIO,requires
VSALOIOT,SDOKRECL,requires
VSALOPR,VSALOIO,requires
VSALOREPR,VSALOIOT,requires
VSALOREPR,SDOKPROP,requires
VSALOREPR,SDOKLOCL,requires
VSALOREPR,SDOKRECL,requires
VSALORI,VSALOIO,requires
VSALORI,SDOKRECL,requires
VSALORE,SDOKPHRE,requires
VSALORE,VSALORI,requires
VSALORE,SDOKPROP,requires
VSALORE,SDOKLOCL,requires
VSALORE,SDOKRECL,requires
VSALORIPR,VSALOIO,requires
VSALORIPR,SDOKPROP,requires
FMLGD_H_CUST,T028V,requires
FMLGD_H_CUST,T028G,requires
FMLGD_H_CUST,FMLGD_H_VALTYP,requires
FMLGD_H_CUST,FMLGD_H_GRPNR,requires
/DBM/ATTPHF,/DBM/ATTPHIO,requires
/DBM/ATTPHF,SDOKRECL,requires
FMLGD_H_MSGNR,T028V,requires
FMLGD_H_MSGNR,T028G,requires
FMLGD_H_MSGNR,FMLGD_H_GRPNR,requires
/DBM/ATTPHHR,/DBM/ATTPHIO,requires
/DBM/ATTPHHR,SDOKRECL,requires
/DBM/ATTPHHRPR,/DBM/ATTPHHR,requires
/DBM/ATTPHHRPR,SDOKPROP,requires
/DBM/ATTPHHRPR,SDOKPHCL,requires
/DBM/ATTPHHRPR,SDOKLOCL,requires
/DBM/ATTPHHRPR,SDOKRECL,requires
/DBM/ATTPHNM,/DBM/ATTPHIO,requires
/DBM/ATTPHNM,SDOKRECL,requires
FMLGD_H_VG_01_01,PSO04,requires
/DBM/ATTPHRE,SRETIDCAT,requires
/DBM/ATTPHIO,SDOKPHCL,requires
/DBM/ATTPHIO,SDOKSTCAE,requires
/DBM/ATTCHKF,/DBM/ATTPHIO,requires
/DBM/ATTCHKF,SDOKRECL,requires
/DBM/ATTCHKO,/DBM/ATTPHIO,requires
/DBM/ATTIDXSTA,/DBM/ATTPHNM,requires
/DBM/ATTIDXSTA,SDOKPROP,requires
/DBM/ATTIDXSTA,SDOKPHCL,requires
/DBM/ATTIDXSTA,SDOKRECL,requires
/DBM/ATTPHNMPR,/DBM/ATTPHIO,requires
/DBM/ATTPHNMPR,SDOKPROP,requires
/DBM/ATTPHREPR,/DBM/ATTPHF,requires
/DBM/ATTPHREPR,SDOKPROP,requires
/DBM/ATTPHREPR,SDOKPHCL,requires
/DBM/ATTPHREPR,SDOKRECL,requires
/DBM/ATTPHRIPR,/DBM/ATTPHNM,requires
/DBM/ATTPHRIPR,/DBM/ATTCHKF,requires
/DBM/ATTPHRIPR,SDOKPROP,requires
/DBM/ATTPHRIPR,SDOKPHCL,requires
/DBM/ATTPHRIPR,SDOKRECL,requires
/DBM/ATTLOIO,SDOKLOCL,requires
/DBM/ATTLOIOT,/DBM/ATTLOIO,requires
/DBM/ATTLOIOT,SDOKRECL,requires
/DBM/ATTLOPR,/DBM/ATTLOIO,requires
/DBM/ATTLOREPR,/DBM/ATTLOIOT,requires
/DBM/ATTLOREPR,SDOKPROP,requires
/DBM/ATTLOREPR,SDOKLOCL,requires
/DBM/ATTLOREPR,SDOKRECL,requires
/DBM/ATTLORI,/DBM/ATTLOIO,requires
/DBM/ATTLORI,SDOKRECL,requires
/DBM/ATTLORE,SDOKPHRE,requires
/DBM/ATTLORE,/DBM/ATTLORI,requires
/DBM/ATTLORE,SDOKPROP,requires
/DBM/ATTLORE,SDOKLOCL,requires
/DBM/ATTLORE,SDOKRECL,requires
/DBM/ATTLORIPR,/DBM/ATTLOIO,requires
/DBM/ATTLORIPR,SDOKPROP,requires
/DBM/VSA_ATT,SDOKPHCL,requires
CFC_APPLCTS_TXT,T000,requires
CFC_APPLCTS_TXT,CFC_APPLOBJ,requires
CFC_APPLCTS_TXT,CFC_APPLCTS,requires
CFC_ITEM_STATE_T,T000,requires
CFC_ITEM_STATE_T,CFC_APPLOBJ,requires
CFC_ITEM_STATE_T,CFC_ITEM_STATE,requires
CFC_WORKSTATE_T,T000,requires
CFC_WORKSTATE_T,CFC_IT_WORKSTATE,requires
FMMEASURE_FGC,T000,requires
FMMEASURE_FGC,FM01,requires
CHBSEXPT,T000,requires
CHBSEXPT,CHBSEXP,requires
CHBSFBT,T000,requires
CHBSFCG,T000,requires
CHBSFCG,TCMG,requires
CHBSFMT,T023,requires
CHBSHTP,T000,requires
CHBSHTP,CHBSNCM,requires
CHBSHTPT,T000,requires
CHBSHTPT,CHBSHTP,requires
CHBSMWB,T000,requires
CHBSNCM,T000,requires
CHBSNCMT,T000,requires
CHBSNCMT,CHBSNCM,requires
CHBSPRP,T000,requires
CHBSPRPT,T000,requires
CHBSPRPT,CHBSPRP,requires
CHBSPSTYPT,CHBSPSTYP,requires
CHBSRLN,T000,requires
CHBSRLNT,T000,requires
CHBSRLNT,CHBSRLN,requires
CHBSEXP,T000,requires
CIFOBJINFT,CIFOBJINFO,requires
HRSEL_GROUPING,T000,requires
HRSEL_GROUPING,HRSEL_GROUPIDS,requires
HRSEL_GROUPING,HRSEL_IDS,requires
HRT1820,T000,requires
HRT1820,HRITABNR,requires
GMFGC,T000,requires
GMFGC,GMGRTYPE,requires
GMFGC_1,T000,requires
GMFGC_1,GMGRTYPE,requires
HRT1823,T000,requires
HRT1823,HRITABNR,requires
GMFGC_LIFE,GMSTATNET_INT,requires
GMFGC_USER,GMSTATNET,requires
CMX_XS_DB_XCTT,CMX_XS_DB_XNS,requires
CMX_XS_DB_XCTT,CMX_XS_DB_XCT,requires
CMX_XS_DB_XSYT,CMX_XS_DB_XSY,requires
COMC_IL_TYPE_T,COMC_IL_TYPE,requires
COMC_SETTYPE_T,COMC_SETTYPE,requires
CON_FIN_TACTIVE2,T000,requires
CON_FIN_TACTIVE2,TKA01,requires
CON_FIN_TDOCTYPE,T003,requires
HRP1815,T000,requires
HRP1815,T778P,requires
HRP1815,T778O,requires
HRP1815,PLOGI,requires
HRP1815,T778T,requires
HRP1817,T000,requires
HRP1817,T778P,requires
HRP1817,T778O,requires
HRP1817,PLOGI,requires
HRP1817,T778T,requires
CPPEREPT,T000,requires
CPPEREPT,CPPEREP,requires
IDCN_FSCLINEST,IDCN_FSCLINES,requires
CREPDESCR,CREP,requires
CRMC_BL_APPL_T,CRMC_BL_APPL,requires
CRMC_BL_APPSET_T,CRMC_BL_APPSET,requires
CRMC_BL_BY_T,CRMC_BL_BY,requires
CRMC_EVENTGRE_T,CRMC_EVENTGRE,requires
CRMC_GIL_APPMODT,CRMC_GIL_APPMODL,requires
CRMC_IC_EVENTS_T,CRMC_IC_EVENTS,requires
CRMC_IC_PARA_D_T,CRMC_IC_PARA_D,requires
CRMC_PRT_OTYPE_T,CRMC_PRT_OTYPE,requires
CRMC_REGTABGRP_T,CRMC_RGTABGRE,requires
CRMC_STEPGRE_T,CRMC_STEPGRE,requires
CRMC_TOOLBARGR_T,CRMC_TLBARGRE,requires
CRMC_UI_BR_WCLT,CRMC_UI_ROLE_WC,requires
